1,48.80121,2.29413,1
1,48.80218,2.29634,1
1,48.80222,2.29638,1
1,48.80225,2.29645,1
1,48.80238,2.29671,1
1,48.8024,2.29671,1
1,48.80241,2.29672,1
1,48.80242,2.29673,1
1,48.80243,2.29674,1
1,48.8026,2.29692,1
1,48.80365,2.29761,1
1,48.80406,2.29785,1
1,48.80438,2.29791,1
1,48.80505,2.29799,1
1,48.80627,2.29812,1
1,48.80679,2.29822,1
1,48.80697,2.29823,1
1,48.80702,2.29824,1
1,48.80705,2.29825,1
1,48.80709,2.29827,1
1,48.80716,2.29833,1
1,48.80717,2.29837,1
1,48.80717,2.29839,1
1,48.80718,2.29841,1
1,48.80718,2.29843,1
1,48.80719,2.29845,1
1,48.8072,2.29847,1
1,48.80722,2.29848,1
1,48.80724,2.29849,1
1,48.80726,2.2985,1
1,48.80731,2.29856,1
1,48.80738,2.29867,1
1,48.80746,2.29877,1
1,48.80803,2.2994,1
1,48.80867,2.30021,1
1,48.80921,2.30091,1
1,48.80931,2.30097,1
1,48.80947,2.30115,1
1,48.81004,2.30173,1
1,48.81074,2.30231,1
1,48.81087,2.30241,1
1,48.81105,2.30253,1
1,48.81116,2.30264,1
1,48.81135,2.30284,1
1,48.81155,2.3031,1
1,48.81159,2.30317,1
1,48.81162,2.30326,1
1,48.81177,2.30326,1
1,48.81193,2.3034,1
1,48.81303,2.30433,1
1,48.81334,2.3046,1
1,48.81372,2.30491,1
1,48.81446,2.30554,1
1,48.81504,2.30603,1
1,48.816,2.30684,1
1,48.81673,2.30747,1
1,48.81732,2.30793,1
1,48.81771,2.30824,1
1,48.81799,2.30845,1
1,48.8181,2.30851,1
1,48.81822,2.30866,1
1,48.81839,2.30886,1
1,48.81868,2.30921,1
1,48.81902,2.30966,1
1,48.81932,2.31005,1
1,48.81978,2.31061,1
1,48.81985,2.3107,1
1,48.81998,2.31085,1
1,48.82032,2.31132,1
1,48.82102,2.31225,1
1,48.82172,2.31317,1
1,48.82195,2.31349,1
1,48.82232,2.31407,1
1,48.82248,2.31425,1
1,48.82257,2.31439,1
1,48.82271,2.31472,1
1,48.82302,2.31545,1
1,48.8236,2.31678,1
1,48.82375,2.31711,1
1,48.82387,2.31748,1
1,48.82394,2.31772,1
1,48.82426,2.31843,1
1,48.82434,2.31862,1
1,48.82443,2.31884,1
1,48.82459,2.31923,1
1,48.82465,2.3194,1
1,48.82469,2.31954,1
1,48.82484,2.31984,1
1,48.82513,2.32048,1
1,48.82555,2.32146,1
1,48.82565,2.32166,1
1,48.82594,2.32234,1
1,48.82622,2.32296,1
1,48.8266,2.32383,1
1,48.82677,2.32422,1
1,48.82687,2.32443,1
1,48.82706,2.32489,1
1,48.82713,2.32506,1
1,48.82754,2.32598,1
1,48.82775,2.32641,1
1,48.82782,2.32654,1
1,48.82784,2.32657,1
1,48.82796,2.32655,1
1,48.828,2.32656,1
1,48.82802,2.32658,1
1,48.82804,2.3266,1
1,48.82806,2.32663,1
1,48.82811,2.32677,1
1,48.82827,2.32705,1
1,48.82836,2.32717,1
1,48.8284,2.32725,1
1,48.82883,2.32762,1
1,48.82924,2.32799,1
1,48.82965,2.32835,1
1,48.83014,2.32877,1
1,48.83078,2.32934,1
1,48.83123,2.32973,1
1,48.83144,2.32987,1
1,48.83186,2.33023,1
1,48.83229,2.3306,1
1,48.83326,2.3314,1
1,48.83372,2.33177,1
1,48.83375,2.33196,1
1,48.8337,2.33208,1
1,48.83391,2.33225,1
1,48.83409,2.33242,1
1,48.83423,2.33261,1
1,48.83437,2.33273,1
1,48.83448,2.3328,1
1,48.83455,2.33283,1
1,48.83463,2.33287,1
1,48.83497,2.33316,1
1,48.83542,2.33366,1
1,48.83597,2.3342,1
1,48.83673,2.33492,1
1,48.83742,2.33552,1
1,48.83759,2.33568,1
1,48.83767,2.33568,1
1,48.83838,2.33636,1
1,48.83849,2.33648,1
1,48.83855,2.33655,1
1,48.83875,2.33666,1
1,48.83901,2.3367,1
1,48.83925,2.33673,1
1,48.83932,2.33679,1
1,48.83957,2.33685,1
1,48.83973,2.33687,1
1,48.83996,2.3369,1
1,48.84008,2.33694,1
1,48.84074,2.33732,1
1,48.84089,2.3374,1
1,48.84097,2.3374,1
1,48.84123,2.33754,1
1,48.84171,2.33781,1
1,48.8425,2.33825,1
1,48.84391,2.33901,1
1,48.84524,2.33974,1
1,48.84624,2.34027,1
1,48.84642,2.34035,1
1,48.84654,2.34042,1
1,48.84658,2.34047,1
1,48.84661,2.3405,1
1,48.84668,2.34054,1
1,48.84673,2.34058,1
1,48.84692,2.34068,1
1,48.84718,2.34084,1
1,48.8472,2.34085,1
1,48.84722,2.34085,1
1,48.84724,2.34085,1
1,48.84728,2.34084,1
1,48.84742,2.34089,1
1,48.84752,2.34105,1
1,48.84754,2.34107,1
1,48.84755,2.34108,1
1,48.84758,2.3411,1
